Name	Set	ImageFile	Type	Faction	Subtitle	Cost	Requires	Provides	Fighting	Power	Body	Rarity	Designators	Text	Script
Thunder Squire	netherworld	thunder_squire_nw_400	Character	Four Monarchs	Netherworld Warrior	1	{mon}	{mon}	1			Very Common	thunder squire netherworld warrior	Sacrifice Thunder Squire to return a <Thunder> <Thunder> to play from your smoked pile.	
Thunder Sword	netherworld	thunder_sword_nw_400	State	Four Monarchs	State	2	{mon}					Rare	thunder sword	Unique. Weapon. Subject character gains +4 Fighting and cannot turn to attack sites.	
Tick... Tick... Tick...	netherworld	tick_tick_tick_nw_400	State	Jammers	State	1	{jam}{jam}					Common	tick	Play on a front-row site. Flip a coin at the start of your turn. Heads: smoke Tick... Tick...Tick... and inflict 4 points of damage on subject site.	
Ting Ting	netherworld	ting_ting_nw_400	Character	Dragons	Martial Artist	4	{dra}{dra}	{dra}{dra}{chi}	6			Rare	ting martial artist	Unique. Independent. Increase Ting Ting's Fighting by 2 for each opponent who controls more Power-generating sites than you. Opponents cannot take control of Ting Ting.	
Triumvirate Dealmaker	netherworld	triumvirate_dealmaker_nw_400	Character	Ascended	Pledged Mastermind	2	{asc}	{asc}	2			Common	triumvirate dealmaker pledged mastermind	Turn to give an attacking character controlled by an opponent +2 Fighting until end of turn. If that character damages its target in the attack, you gain 1 Power.	
Tunnel Ganger	netherworld	tunnel_ganger_nw_400	Character	Jammers	Netherworld Hood	2	{jam}	{jam}	2			Very Common	tunnel ganger netherworld hood	Characters controlled by a player with 3 or more Power in his or her pool cannot intercept Tunnel Ganger.	
Undercover Agent	netherworld	undercover_agent_nw_400	Character	Architects of the Flesh	Buro Operative	3		{arc}	3			Very Common	undercover agent buro operative	Gains your choice of Stealth or Ambush when she turns to attack a target controlled by a player who controls a {jam} character.	
Violet Meditation	netherworld	violet_meditation_nw_400	Event	Chi	Event	0	{chi}					Very Common	violet meditation	Play at the start of your turn and target an opponent :: Generate X Power. X = the number of Edges and Power- generating Sites controlled by the target, minus the number of cards in your burned-for-victory pile. No other card you control or play generates Power during your Establishing Shot this turn.	
Violet Monk	netherworld	violet_monk_nw_400	Character	Guiding Hand	Martial Artist	3	{han}{han}	{han}{chi}	3			Common	violet monk martial artist	You may seize any non-feng shui site damaged by Violet Monk in combat.	
Wall of a Thousand Eyes	netherworld	wall_of_a_thousand_eyes_nw_400	Site	Feng Shui Site	Netherworld Feng Shui Site					1	7	Very Common	wall thousand eye netherworld	Characters attacking sites you control cannot use Ambush, Stealth, Superleap or Tactics.	
Whirlpool of Blood	netherworld	whirlpool_of_blood_nw_400	Site	Feng Shui Site	Netherworld Feng Shui Site					1	5	Very Common	whirlpool blood netherworld	Turn to cancel an effect generated by the turning of a feng shui site.	
White Senshi Chamber	netherworld	white_senshi_chamber_nw_400	Site	Guiding Hand	Netherworld Site	2	{han}	{han}		1	6	Rare	white senshi chamber netherworld	Unique. Provides {chi}{chi} for each <Senshi> <Chamber> Site you control. All <Senshi> <Chamber> Sites gain Regenerate.	
Wu Ta-Hsi	netherworld	wu_ta-hsi_nw_400	Character	Eaters of the Lotus	Eunuch Pledged Infiltrator	2	{lot}	{lot}	2			Rare	wu tum hsi eunuch pledged infiltrator	Unique. Turn to cancel an {asc} Event or to smoke an {asc} State or an {asc} Edge.	
Xiu Xie Jiang	netherworld	xiu_xie_jiang_nw_400	Character	Eaters of the Lotus	Triumvirate Infiltrator	2	{lot}	{lot}	2			Rare	xiu xie jiang triumvirate infiltrator	Unique. Turn to redirect damage inflicted on a character by a single source to a <Darkness>, <Fire>, <Pledged> or <Triumvirate> character controlled by an opponent.	
Yellow Monk	netherworld	yellow_monk_nw_400	Character	Guiding Hand	Martial Artist	3	{han}	{han}{chi}	2			Common	yellow monk martial artist	Once per turn when damage is inflicted on Yellow Monk, you may redirect 1 point of that damage to any character in play.	
Yellow Senshi Chamber	netherworld	yellow_senshi_chamber_nw_400	Site	Guiding Hand	Netherworld Site	2	{han}	{han}		1	6	Rare	yellow senshi chamber netherworld	Unique. Turn to redirect 1 point of damage from any source to any target in play.	
Ze Botelho	netherworld	ze_botelho_nw_400	Character	Unaligned	Lodge Outcast	3			3			Rare	ze botelho lodge outcast	Unique. Toughness: 2 against {asc} characters. While Ze Botelho is in play, any card with an {asc} symbol in its resource conditions has its cost increased by 1.	
