Name	Set	ImageFile	Type	Faction	Subtitle	Cost	Requires	Provides	Fighting	Power	Body	Rarity	Designators	Text	Script
Redeemed Gunman	10kbullets	redeemed_gunman_10kb	Character	Dragons	Reforming Hood	1		{dra}	1			Fixed	redeemed gun man reforming hood	Cannot intercept. When Redeemed Gunman turns to attack a turned Site, he gains +2 Fighting until the end of the turn.	
Resistance Squad	10kbullets	resistance_squad_10kb	Character	Jammers	Techie Guerrillas	2		{jam}{tek}	2			Fixed	resistance squad techie guerrilla	When this card is in your hand and an opponent attempts to look at your hand or force you to discard a card, you may play this card at no cost :: Cancel that effect.	
Rust Garden	10kbullets	rust_garden_10kb	Site	Feng Shui Site	Netherworld Feng Shui Site					1	7	Fixed	rust garden netherworld	If an opponent seizes or burns Rust Garden, inflict 2 damage on every other Site he or she controls.	
Scrounging	10kbullets	scrounging_10kb	Event	Jammers	Event	0	{jam}					Fixed	scrounging	Play at the start of your turn, target an opponent and choose State, Edge, Character, Feng Shui Site or non-Feng Shui Site :: Generate X Power. X = the number of cards of the chosen type controlled by the target, minus the number of cards in your burned-for-victory pile. No other card you control or play generates Power during this Establishing Shot.	
Security	10kbullets	security_10kb	State	Ascended	State	1	{asc}					Fixed	security	Subject Site gains +4 Body.	
Shadowy Mentor	10kbullets	shadowy_mentor_10kb	State	Ascended	State	4	{asc}					Fixed	shadowy mentor	Play on any Character. You take control of subject Character. Subject gains the designator <Pledged>.	
Shaolin Sanctuary	10kbullets	shaolin_sanctuary_10kb	Site	Guiding Hand	Site	2		{han}		1	5	Fixed	shaolin sanctuary	Shaolin Sanctuary provides one {chi} resource for each <Shaolin> Character and each <Monk> Character you control.	
Shield of Pure Soul	10kbullets	shield_of_pure_soul_10kb	Edge	Guiding Hand	Edge	0	{han}{chi}					Fixed	shield pure soul	Limited. When a Site you control is seized or burned, you gain 1 Power and may search your deck and select a card. Reshuffle your deck, then place the selected card on top of your deck.	
Shih Ho Kuai	10kbullets	shih_ho_kuai_10kb	Character	Guiding Hand	Martial Arts Master	3	{han}{han}{han}	{han}{chi}	X			Fixed	shih ho kuai martial art master	Unique. X = the number of {chi} resources in your pool.	
Sinister Priest	10kbullets	sinister_priest_10kb	Character	Eaters of the Lotus	Macabre Sorcerer	1		{lot}{mag}	1			Fixed	sinister priest macabre sorcerer		
Sports Car	10kbullets	sports_car_10kb	State	Unaligned	State	1						Fixed	sport car	Vehicle. Subject Character gains Mobility and +2 damage, except against Characters that are the subject of a Vehicle.	
Steven Wu	10kbullets	steven_wu_10kb	Character	Dragons	Zen Gunman	5	{dra}{dra}	{dra}	8			Fixed	steven wu zen gun man	Unique. Independent. Cannot have his damage redirected or reduced. Opponents cannot take control of him.	
Stone Garden	10kbullets	stone_garden_10kb	Site	Feng Shui Site	Feng Shui Site					1	6	Fixed	stone garden	Turn to remove 1 damage from target Site.	
Street Riot	10kbullets	street_riot_10kb	Event	Jammers	Event	0	{jam}					Fixed	street riot	Play during an attack you declared on a Site. Inflict X damage, divided any way you choose, on non-attacking Characters at the location of the attack. X = the number of attackers.	
Student of the Bear	10kbullets	student_of_the_bear_10kb	Character	Ascended	Pledged Martial Artist	1		{asc}	1			Fixed	student bear pledged martial artist		
Sub-Machine Gun	10kbullets	submachine_gun_10kb	State	Unaligned	State	1						Fixed	sub machine gun	Weapon. Play on a Character. Turn to inflict 1 damage on all Characters at subject's location, except the subject.	
Suicide Mission	10kbullets	suicide_mission_10kb	Event	Ascended	Event	1	{asc}{asc}					Fixed	suicide mission	Target a card :: Smoke that card. That card's controller may smoke any card you control.	
SWAT Team	10kbullets	swat_team_10kb	Character	Ascended	Cop Pawns	2		{asc}	2			Fixed	swat team cop pawn	Tactics.	
Tank Warfare	10kbullets	tank_warfare_10kb	Edge	High Tech	Edge	1	{tek}					Fixed	tank warfare	<Tank> Characters and Characters that are the subject of <Tank> States cannot turn to attack Sites if two or more players control such Characters. Turn :: Play a <Tank> State from your smoked pile at -1 cost	
Temple of Celestial Mercy	10kbullets	temple_of_celestial_mercy_10kb	Site	Feng Shui Site	Feng Shui Site					1	7	Fixed	temple celestial mercy	Unique. Your hand size is increased by 2	
Test Subjects	10kbullets	test_subjects_10kb	Character	Architects of the Flesh	Abominations	1		{arc}{tek}	1			Fixed	test subject abomination		
The Iron Monkey	10kbullets	the_iron_monkey_10kb	Character	Guiding Hand	Masked Hero	4	{han}{han}	{han}{chi}	5			Fixed	iron monkey masked hero	Unique. Superleap. When The Iron Monkey inflicts combat damage on the target of his attack, steal half the Power (round down) of his target's controller and give that Power to any player you choose.	
The Legacy	10kbullets	the_legacy_10kb	Edge	Four Monarchs	Edge	0	{mon}					Fixed	legacy	Unique. At the end of your turn, put a counter on this card if you control any <Thunder> cards. Do likewise for <Fire>, <Darkness>, and <Ice>. Remove 4 counters :: Gain 1 Power.	
The Reconstructed	10kbullets	the_reconstructed_10kb	Character	Architects of the Flesh	Standard Abominations	3	{arc}{arc}{arc}	{arc}	5			Fixed	reconstructed standard abomination		
Thunder Bishop	10kbullets	thunder_bishop_10kb	Character	Four Monarchs	Netherworld Sorcerer	2	{mon}	{mon}{mag}	2			Fixed	thunder bishop netherworld sorcerer	Turn and maintain to give target Character Toughness: 1.	
Thunder Sword	10kbullets	thunder_sword_10kb	State	Four Monarchs	State	2	{mon}					Fixed	thunder sword	Unique. Weapon. Subject Character gains +4 Fighting and cannot turn to attack Sites.	
Ting Ting	10kbullets	ting_ting_10kb	Character	Dragons	Martial Artist	4	{dra}{dra}	{dra}{dra}{chi}	6			Fixed	ting martial artist	Unique. Independent. +2 Fighting for each opponent who controls more Power-generating Sites than you. Opponents cannot take control of Ting Ting.	
Tommy Hsu	10kbullets	tommy_hsu_10kb	Character	Eaters of the Lotus	Hood Sorcerer	5	{lot}{lot}{lot}	{lot}{mag}{mag}	8			Fixed	tommy hsu hood sorcerer	Unique. Sacrifice a <Hood> card to inflict 1 damage on any target. Once per turn, you may inflict 3 damage on him to change the target of an Event.	
Tortured Memories	10kbullets	tortured_memories_10kb	Event	Eaters of the Lotus	Event	2	{lot}					Fixed	tortured memory	Take control of target Character until the end of the turn.	
Tricia Kwok	10kbullets	tricia_kwok_10kb	Character	Dragons	Undercover Cop	4	{dra}{dra}	{dra}	6			Fixed	tricia kwok undercover cop	Unique. Gains Toughness: 1 and +1 Fighting while she is the subject of any Weapon State.	
Turtle Beach	10kbullets	turtle_beach_10kb	Site	Feng Shui Site	Feng Shui Site					1	6	Fixed	turtle beach	Unique. Turn to redirect the damage inflicted by a single source on target Character to Turtle Beach.	
Turtle Island	10kbullets	turtle_island_10kb	Site	Feng Shui Site	Feng Shui Site					1	8	Fixed	turtle island	Cannot be damaged or removed from play by opponents' Events. Cannot be burned.	
Vassals of the Lotus	10kbullets	vassals_of_the_lotus_10kb	Character	Eaters of the Lotus	Ancient Hoods	1		{lot}	1			Fixed	vassal lotus ancient hood		
Virtuous Hood	10kbullets	virtuous_hood_10kb	Character	Guiding Hand	Martial Artist	4	{han}{han}	{han}	6			Fixed	virtuous hood martial artist	When Virtuous Hood turns to attack, take a point of Power from the pool of one of the players with the most Power and give it to one of the players with the least Power.	
Vivisector	10kbullets	vivisector_10kb	Character	Architects of the Flesh	Abomination Scientist	2	{arc}	{arc}{tek}	1			Fixed	vivisector abomination scientist	Turn Vivisector and choose a Character other than itself :: Sacrifice that Character. If the sacrifice is successful, gain Power equal to that Character's cost.	
Void Sorcerer	10kbullets	void_sorcerer_10kb	Character	Purists	Mysterious Geomancer	3	{pur}	{pur}{mag}	4			Fixed	void sorcerer mysterious geomancer	Target a Site when Void Sorcerer enters play :: Treat that Site's rules text as if it were blank while Void Sorcerer is in play.	
Walking Corpses	10kbullets	walking_corpses_10kb	Character	Eaters of the Lotus	Undead Servitors	2	{lot}	{lot}	4			Fixed	walking corpse undead servitor	Cannot turn to change location. Damage cannot be removed from Walking Corpses.	
White Disciple	10kbullets	white_disciple_10kb	Character	Eaters of the Lotus	Eunuch Sorcerer	2	{lot}	{lot}{mag}	2			Fixed	white disciple eunuch sorcerer	Turn and inflict 1 damage on White Disciple :: Inflict 2 damage on any target.	
Who's the Monkey Now?	10kbullets	whos_the_monkey_now_10kb	Event	Jammers	Event	1	{jam}{jam}					Fixed	who monkey now	Play in response to an Event played by an opponent that would damage or smoke a card you control :: Cancel that Event, and you may smoke a card controlled by that opponent of the same type as a card that would have been damaged or smoked by the Event.	
Yellow Geomancer	10kbullets	yellow_geomancer_10kb	Character	Guiding Hand	Crafty Monk	1	{han}	{han}{chi}	1			Fixed	yellow geomancer crafty monk	Turn to redirect one damage inflicted on a Site to any other target.	
