CardImageURLs:	
backforseconds/simian_sneaker_bfs_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/BFS/simian%20sneaker.jpg
backforseconds/software_pirate_bfs_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/BFS/software%20pirate.jpg
backforseconds/sonic_reducer_bfs_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/BFS/sonic%20reducer.jpg
backforseconds/steam-powered_tricycle_bfs_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/BFS/steam-powered%20tricycle.jpg
backforseconds/steel_woolley_bfs_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/BFS/steel%20woolley.jpg
backforseconds/stolen_plans_bfs_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/BFS/stolen%20plans.jpg
backforseconds/stone_spirals_bfs_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/BFS/stone%20spirals.jpg
backforseconds/street_riot_bfs_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/BFS/street%20riot.jpg
backforseconds/summer_fire_palace_bfs_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/BFS/summer%20fire%20palace.jpg
backforseconds/the_ape_is_loose_bfs_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/BFS/the%20ape%20is%20loose.jpg
backforseconds/thousand_sword_mountain_bfs_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/BFS/thousand%20sword%20mountain.jpg
backforseconds/torch_the_place_bfs_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/BFS/torch%20the%20place.jpg
backforseconds/turbo_boost_bfs_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/BFS/turbo%20boost.jpg
	
modern/machine_warrior_mod.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/Promos/machine%20warrior.jpg
modern/nine_cuts_mod.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/Promos/nine%20cuts%202001.jpg
modern/open_a_can_of_whupass_mod.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/Promos/open%20a%20can%20of%20whupass.jpg
modern/shang_bojing_mod.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/Promos/shang%20bojing.jpg
modern/the_eastern_king_mod.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/Promos/the%20eastern%20king.jpg
modern/the_junkyard_mod.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/Promos/the%20junkyard%202001.jpg
modern/wedding_gifts_mod.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/Promos/wedding%20gifts.jpg
modern/xin_ji_yang_mod.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/Promos/xin%20ji%20yang.jpg
modern/yung_chang_mod.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/Promos/yung%20chang.jpg
modern/agent_token.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/Tokens/ascended%20agent.jpg
modern/fanatic_token.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/Tokens/jammer%20fanatic.jpg
modern/hero_token.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/Tokens/dragon%20hero.jpg
modern/hood_token.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/Tokens/neutral%20hood.jpg
modern/martial_artist_token.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/Tokens/hand%20martial%20artist.jpg
modern/monk_token.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/Tokens/hand%20monk.jpg
modern/monkey_token.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/Tokens/jammer%20monkey.jpg
modern/spirit_token.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/Tokens/monarch%20spirit.jpg
modern/student_token.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/Tokens/dragon%20student.jpg
modern/sworn_token.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/Tokens/ascended%20sworn.jpg
modern/thorn_token.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/Tokens/lotus%20thorn.jpg
modern/undead_token.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/Tokens/lotus%20undead.jpg
modern/warrior_token.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/Tokens/monarch%20warrior.jpg
	
reloaded/abaddon_the_destroyer_rld_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE1/abaddon%20the%20destroyer.jpg
reloaded/arctic_fortress_rld_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE1/arctic%20fortress.jpg
reloaded/avenging_thunder_rld_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE1/avenging%20thunder.jpg
reloaded/beaumains_the_mongrel_knight_rld_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE1/beaumains%20the%20mongrel%20knight.jpg
reloaded/big_bruiser_rld_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE1/big%20bruiser.jpg
reloaded/black_belt_rebels_rld_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE1/black%20belt%20rebels.jpg
reloaded/butterfly_knight_rld_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE1/butterfly%20knight.jpg
reloaded/cabinet_minister_rld_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE1/cabinet%20minister.jpg
reloaded/chinese_doctor_rld_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE1/chinese%20doctor.jpg
reloaded/chizu_rld_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE1/chizu.jpg
reloaded/difficulty_at_the_beginning_rld_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE1/difficulty%20at%20the%20beginning.jpg
reloaded/dirty_tricks_rld_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE1/dirty%20tricks.jpg
reloaded/eagle_mountain_rld_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE1/eagle%20mountain.jpg
reloaded/eight_pillars_of_heaven_array_rld_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE1/eight%20pillars%20of%20heaven%20array.jpg
reloaded/evil_twin_rld_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE1/evil%20twin.jpg
reloaded/feng_kan_rld_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE1/feng%20kan.jpg
reloaded/golden_comeback_rld_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE1/golden%20comeback.jpg
reloaded/hall_of_portals_rld_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE1/hall%20of%20portals.jpg
reloaded/hell_charger_rld_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE1/hell%20charger.jpg
reloaded/in_your_face_again_rld_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE1/in%20your%20face%20again.jpg
reloaded/insidious_plan_rld_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE1/insidious%20plan.jpg
reloaded/is_that_all_you_got_rld_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE1/is%20that%20all%20you%20got.jpg
reloaded/jack_of_all_trades_rld_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE1/jack%20of%20all%20trades.jpg
reloaded/jade_fox_rld_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE1/jade%20fox.jpg
reloaded/kitty_kerosene_rld_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE1/kitty%20kerosene.jpg
reloaded/lord_hawksmoor_rld_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE1/lord%20hawksmoor.jpg
reloaded/major_prescott_rogers_rld_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE1/major%20prescott%20rogers.jpg
reloaded/mourning_tree_rld_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE1/mourning%20tree.jpg
reloaded/mr._x_rld_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE1/mr%20x.jpg
reloaded/prelate_of_the_roaring_skies_rld_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE1/prelate%20of%20the%20roaring%20skies.jpg
reloaded/ready_for_action_rld_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE1/ready%20for%20action.jpg
reloaded/rigorous_discipline_rld_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE1/rigorous%20discipline.jpg
reloaded/sabotage_rld_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE1/sabotage.jpg
reloaded/sergeant_troy_preston_rld_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE1/sergeant%20troy%20preston.jpg
reloaded/shadowy_mentor_rld_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE1/shadowy%20mentor.jpg
reloaded/shih_ho_kuai_rld_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE1/shih%20ho%20kuai.jpg
reloaded/snowblind_rld_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE1/snowblind.jpg
reloaded/spirit_wrack_rld_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE1/spirit%20wrack.jpg
reloaded/stephanie_cinders_rld_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE1/stephanie%20cinders.jpg
reloaded/stunt_driving_rld_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE1/stunt%20driving.jpg
reloaded/suicide_mission_rld_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE1/suicide%20mission.jpg
reloaded/temple_of_celestial_mercy_rld_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE1/temple%20of%20celestial%20mercy.jpg
reloaded/temple_of_the_angry_spirits_rld_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE1/temple%20of%20the%20angry%20spirits.jpg
reloaded/the_red_lantern_tavern_rld_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE1/the%20red%20lantern%20tavern.jpg
reloaded/tortured_memories_rld_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE1/tortured%20memories.jpg
reloaded/transmogrification_rld_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE1/transmogrification.jpg
reloaded/turtle_island_rld_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE1/turtle%20island.jpg
reloaded/water_sword_rld_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE1/water%20sword.jpg
reloaded/whos_the_monkey_now_rld_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE1/whos%20the%20monkey%20now.jpg
reloaded/wisdom_of_the_owl_rld_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE1/wisdom%20of%20the%20owl.jpg
	
reinforcements/abysmal_wyrm_re2_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE2/abysmal%20wyrm.jpg
reinforcements/ancient_stone_arch_re2_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE2/ancient%20stone%20arch.jpg
reinforcements/blood_and_thunder_re2_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE2/blood%20and%20thunder.jpg
reinforcements/bloody_but_unbowed_re2_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE2/bloody%20but%20unbowed.jpg
reinforcements/buddhist_gardener_re2_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE2/buddhist%20gardener.jpg
reinforcements/chi_detachment_re2_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE2/chi%20detachment.jpg
reinforcements/chin_ken_re2_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE2/chin%20ken.jpg
reinforcements/circle_walking_re2_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE2/circle%20walking.jpg
reinforcements/cop_on_the_edge_re2_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE2/cop%20on%20the%20edge.jpg
reinforcements/counterstrike_re2_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE2/counterstrike.jpg
reinforcements/covert_strike_squad_re2_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE2/covert%20strike%20squad.jpg
reinforcements/dim_mak_re2_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE2/dim%20mak.jpg
reinforcements/dragon_hideout_re2_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE2/dragon%20hideout.jpg
reinforcements/endless_corridor_re2_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE2/endless%20corridor.jpg
reinforcements/enhanced_banana_re2_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE2/enhanced%20banana.jpg
reinforcements/fighting_spirit_re2_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE2/fighting%20spirit.jpg
reinforcements/flying_guillotine_re2_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE2/flying%20guillotine.jpg
reinforcements/fortune_favors_the_bold_re2_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE2/fortune%20favors%20the%20bold.jpg
reinforcements/fortune_of_the_turtle_re2_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE2/fortune%20of%20the%20turtle.jpg
reinforcements/green_master_re2_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE2/green%20master.jpg
reinforcements/green_snake_and_white_snake_re2_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE2/green%20snake%20and%20white%20snake.jpg
reinforcements/huan_ken_re2_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE2/huan%20ken.jpg
reinforcements/infernal_fortitude_re2_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE2/infernal%20fortitude.jpg
reinforcements/jeanette_brusello_re2_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE2/jeanette%20brusello.jpg
reinforcements/jenny_zheng_re2_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE2/jenny%20zheng.jpg
reinforcements/lance_corporal_re2_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE2/lance%20corporal.jpg
reinforcements/maiden_warrior_re2_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE2/maiden%20warrior.jpg
reinforcements/mandrill_sergeant_re2_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE2/mandrill%20sergeant.jpg
reinforcements/moon_petal_re2_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE2/moon%20petal.jpg
reinforcements/paper_trail_re2_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE2/paper%20trail.jpg
reinforcements/path_of_the_wily_mongoose_re2_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE2/path%20of%20the%20wily%20mongoose.jpg
reinforcements/rabble_rousing_re2_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE2/rabble%20rousing.jpg
reinforcements/recruits_re2_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE2/recruits.jpg
reinforcements/rhesus_pieces_re2_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE2/rhesus%20pieces.jpg
reinforcements/salvage_re2_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE2/salvage.jpg
reinforcements/semi-automatic_pistol_re2_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE2/semi-automatic%20pistol.jpg
reinforcements/sir_guinglain_re2_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE2/sir%20guinglain.jpg
reinforcements/skilled_techie_re2_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE2/skilled%20techie.jpg
reinforcements/soul_reaver_re2_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE2/soul%20reaver.jpg
reinforcements/sworn_infiltrator_re2_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE2/sworn%20infiltrator.jpg
reinforcements/test_monkey_re2_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE2/test%20monkey.jpg
reinforcements/the_dynamic_dr._dawson_re2_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE2/the%20dynamic%20dr%20dawson.jpg
reinforcements/thunder_berserkers_re2_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE2/thunder%20berserkers.jpg
reinforcements/thunder_gauntlet_re2_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE2/thunder%20gauntlet.jpg
reinforcements/tiger_leaping_gorge_re2_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE2/tiger%20leaping%20gorge.jpg
reinforcements/training_sequence_re2_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE2/training%20sequence.jpg
reinforcements/undercover_asset_re2_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE2/undercover%20asset.jpg
reinforcements/violet_principle_warrior_re2_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE2/violet%20principle%20warrior.jpg
reinforcements/yellow_reprisal_re2_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE2/yellow%20reprisal.jpg
reinforcements/yul_gibbons_re2_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE2/yul%20gibbons.jpg
	
revelations/official_police_business_re3_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE3/official%20police%20business.jpg
revelations/aidan_orangotang_re3_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE3/aiden%20orangotang.jpg
revelations/barrel_of_monkeys_re3_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE3/barrel%20of%20monkeys.jpg
revelations/bionic_enhancements_re3_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE3/bionic%20enhancements.jpg
revelations/blessings_of_the_fall_re3_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE3/blessings%20of%20the%20fall.jpg
revelations/blossoming_chi_re3_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE3/blossoming%20chi.jpg
revelations/butterfly_armor_re3_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE3/butterfly%20armor.jpg
revelations/c4_sinkhole_re3_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE3/c4%20sinkhole.jpg
revelations/candle_training_re3_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE3/candle%20training.jpg
revelations/confucian_initiate_re3_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE3/confucian%20initiate.jpg
revelations/deadly_viper_squad_re3_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE3/deadly%20viper%20squad.jpg
revelations/deafening_thunder_re3_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE3/deafening%20thunder.jpg
revelations/death_of_1_000_cuts_re3_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE3/death%20of%201000%20cuts.jpg
revelations/doktor_herrnberger_re3_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE3/doktor%20herrnberger.jpg
revelations/estate_of_the_coming_storm_re3_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE3/estate%20of%20the%20oncoming%20storm.jpg
revelations/exorcist_re3_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE3/exorcist.jpg
revelations/garden_of_peaceful_reflection_re3_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE3/garden%20of%20peaceful%20reflection.jpg
revelations/hail_of_skulls_re3_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE3/hail%20of%20skulls.jpg
revelations/hand_of_darkness_re3_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE3/hand%20of%20darkness.jpg
revelations/haunted_tomb_re3_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE3/haunted%20tomb.jpg
revelations/heroic_bloodshed_re3_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE3/heroic%20bloodshed.jpg
revelations/jake_rattlebones_re3_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE3/jake%20rattlebones.jpg
revelations/lantern_festival_re3_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE3/lantern%20festival.jpg
revelations/li_po_re3_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE3/li%20po.jpg
revelations/loyal_defender_re3_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE3/loyal%20defender.jpg
revelations/lui_loyi_re3_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE3/lui%20loyi.jpg
revelations/lynx_on_the_prowl_re3_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE3/lynx%20on%20the%20prowl.jpg
revelations/miao_dao_re3_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE3/miao%20dao.jpg
revelations/ming_i_re3_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE3/ming%20i.jpg
revelations/operation_snow_leopard_re3_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE3/operation%20snow%20leopard.jpg
revelations/pursuivant_of_arms_re3_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE3/pursuivant%20of%20arms.jpg
revelations/raven_li_re3_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE3/raven%20li.jpg
revelations/rivetheads_re3_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE3/rivetheads.jpg
revelations/rosomak_re3_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE3/rosomak.jpg
revelations/sanctuary_protector_re3_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE3/sanctuary%20protector.jpg
revelations/sapphire_guards_re3_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE3/sapphire%20guards.jpg
revelations/sensei_marrero_re3_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE3/sensei%20marrero.jpg
revelations/sepulcher_of_fiends_re3_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE3/sepulcher%20of%20fiends.jpg
revelations/silverback_re3_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE3/silverback.jpg
revelations/simian_sanctuary_re3_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE3/simian%20sanctuary.jpg
revelations/solar_farm_re3_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE3/solar%20farm.jpg
revelations/special_agent_durwyn_black_re3_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE3/special%20agent%20durwyn%20black.jpg
revelations/spirit_guide_re3_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE3/spirit%20guide.jpg
revelations/tai_chi_student_re3_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE3/tai%20chi%20student.jpg
revelations/the_algernon_effect_re3_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE3/the%20algernon%20effect.jpg
revelations/the_glorious_center_re3_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE3/the%20glorious%20center.jpg
revelations/the_lodge_re3_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE3/the%20lodge.jpg
revelations/urban_renewal_re3_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE3/urban%20renewal.jpg
revelations/valley_of_ashes_re3_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE3/valley%20of%20ashes.jpg
revelations/wei_qing_re3_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/RE3/wei%20qing.jpg
